TICKER,ISIN,SECTOR
JAIBALAJI,INE091G01018,Commodities
BAJAJ-AUTO,INE917I01010,Consumer Discretionary
BAJAJFINSV,INE918I01026,Financial Services
GOKUL,INE020J01029,Fast Moving Consumer Goods
RPGLIFE,INE105J01010,Healthcare
SENSEX1,INF174KA1JD7,Financial Services
NIRAJ,INE368I01016,Industrials
RBL,INE244J01017,Consumer Discretionary
RANEENGINE,INE222J01013,Consumer Discretionary
BAFNAPH,INE878I01022,Healthcare
CHLLTD,INE790D01020,Consumer Discretionary
SEJALLTD,INE955I01044,Industrials
ARCHIDPLY,INE877I01016,Consumer Discretionary
LOTUSEYE,INE947I01017,Healthcare
SOMICONVEY,INE323J01019,Industrials
LGBFORGE,INE201J01017,Consumer Discretionary
LPDC,INE197J01017,Consumer Discretionary
SICAGEN,INE176J01011,Services
SIMPLXMIL,INE457H01027,Consumer Discretionary
SIMPLXPAP,INE456H01029,Commodities
20MICRONS,INE144J01027,Commodities
ZFCVINDIA,INE342J01019,Consumer Discretionary
ALKALI,INE773I01017,Commodities
ISGEC,INE858B01029,Industrials
IMFA,INE919H01018,Commodities
TPHQ,INE065J01024,Industrials
VEDAVAAG,INE359B01010,Information Technology
MANJEERA,INE320D01018,Consumer Discretionary
MOLDTKPAC,INE893J01029,Industrials
MHRIL,INE998I01010,Consumer Discretionary
EXCEL,INE688J01023,Services
ROML,INE294G01026,Fast Moving Consumer Goods
BENGALASM,INE083K01017,Financial Services
ADANIPOWER,INE814H01011,Utilities
NHPC,INE848E01016,Utilities
SURYAAMBA,INE360J01011,Consumer Discretionary
GLOBUSSPR,INE615I01010,Fast Moving Consumer Goods
OIL,INE274J01014,Energy
BTTL,INE274K01012,Consumer Discretionary
SPSL,INE318K01025,Industrials
EXPLEOSOL,INE201K01015,Information Technology
RTNPOWER,INE399K01017,Utilities
DEN,INE947J01015,Consumer Discretionary
ASTEC,INE563J01010,Commodities
DLINKINDIA,INE250K01012,Information Technology
JSWENERGY,INE121E01018,Utilities
YUNIKM,INE143K01019,Financial Services
GODREJPROP,INE484J01027,Consumer Discretionary
DBCORP,INE950I01011,Consumer Discretionary
MBLINFRA,INE912H01013,Industrials
JUBLFOOD,INE797F01020,Consumer Discretionary
VASCONEQ,INE893I01013,Industrials
THANGAMAYL,INE085J01014,Consumer Discretionary
DBREALTY,INE879I01012,Consumer Discretionary
EMMBI,INE753K01015,Industrials
HATHWAY,INE982F01036,Consumer Discretionary
ARSSINFRA,INE267I01010,Industrials
TEXMOPIPES,INE141K01013,Industrials
SUNDARAM,INE108E01023,Fast Moving Consumer Goods
ROSSELLIND,INE847C01020,Industrials
MANINFRA,INE949H01023,Industrials
TAMBOLIIN,INE864J01012,Financial Services
IL&FSTRANS,INE975G01012,Industrials
PERSISTENT,INE262H01021,Information Technology
ISFT,INE566K01011,Consumer Discretionary
GOENKA,INE516K01024,Consumer Discretionary
KCPSUGIND,INE790B01024,Fast Moving Consumer Goods
KECL,INE134B01017,Industrials
SATCH,INE639K01016,Consumer Discretionary
TARAPUR,INE747K01017,Industrials
SJVN,INE002L01015,Utilities
EMAMIPAP,INE830C01026,Commodities
KRITINUT,INE798K01010,Fast Moving Consumer Goods
GKB,INE265D01015,Healthcare
HMVL,INE871K01015,Consumer Discretionary
EMAMIREAL,INE778K01012,Consumer Discretionary
AHLEAST,INE926K01017,Consumer Discretionary
BAJAJCON,INE933K01021,Fast Moving Consumer Goods
PRAKASHSTL,INE696K01024,Industrials
GPPL,INE517F01014,Services
WELINV,INE389K01018,Financial Services
SASTASUNDR,INE019J01013,Healthcare
CAREERP,INE521J01018,Consumer Discretionary
EROSMEDIA,INE416L01017,Consumer Discretionary
RAMKY,INE874I01013,Industrials
GREENPOWER,INE999K01014,Utilities
CANTABIL,INE068L01024,Consumer Discretionary
SEATV,INE351L01016,Consumer Discretionary
WABAG,INE956G01038,Utilities
BEDMUTHA,INE844K01012,Industrials
ASHOKA,INE442H01029,Industrials
JWL,INE209L01016,Industrials
OBEROIRLTY,INE093I01010,Consumer Discretionary
PRESTIGE,INE811K01011,Consumer Discretionary
SHAH,INE482J01021,Industrials
COALINDIA,INE522F01014,Energy
GRAVITA,INE024L01027,Commodities
RPPINFRA,INE324L01013,Industrials
RDBRIL,INE245L01010,Consumer Discretionary
MOIL,INE490G01020,Commodities
ZEELEARN,INE565L01011,Consumer Discretionary
KTIL,INE096L01025,Services
A2ZINFRA,INE619I01012,Industrials
KIRLOSENG,INE146L01010,Industrials
RKDL,INE722J01012,Fast Moving Consumer Goods
PSB,INE608A01012,Financial Services
FMNL,INE360L01017,Services
SURANASOL,INE272L01022,Industrials
SPYL,INE268L01020,Consumer Discretionary
KICL,INE029L01018,Financial Services
BFINVEST,INE878K01010,Financial Services
SUMMITSEC,INE519C01017,Financial Services
INOVSYNTH,INE690J01011,Financial Services
STEL,INE577L01016,Financial Services
OMKARCHEM,INE474L01016,Commodities
JUBLINDS,INE645L01011,Commodities
TEXRAIL,INE621L01012,Industrials
INDTERRAIN,INE611L01021,Consumer Discretionary
FCL,INE045J01026,Commodities
DHUNINV,INE320L01011,Financial Services
ZENTEC,INE251B01027,Industrials
LOVABLE,INE597L01014,Consumer Discretionary
PFS,INE560K01014,Financial Services
MUTHOOTFIN,INE414G01012,Financial Services
CNOVAPETRO,INE672K01025,Consumer Discretionary
VMS,INE932K01015,Services
KARMAENG,INE725L01011,Utilities
DELPHIFX,INE726L01019,Financial Services
RUSHIL,INE573K01017,Consumer Discretionary
ENKEIWHEL,INE130L01014,Consumer Discretionary
KRIDHANINF,INE524L01026,Industrials
INVENTURE,INE878H01024,Financial Services
LTF,INE498L01015,Financial Services
YAARI,INE126M01010,Services
TREEHOUSE,INE040M01013,Consumer Discretionary
BROOKS,INE650L01011,Healthcare
RUPA,INE895B01021,Consumer Discretionary
TDPOWERSYS,INE419M01027,Industrials
APLLTD,INE901L01018,Healthcare
VASWANI,INE590L01019,Commodities
PGEL,INE457L01011,Consumer Discretionary
LESHAIND,INE050L01048,Services
RDBRL,INE123M01017,Industrials
TIJARIA,INE440L01017,Industrials
ONELIFECAP,INE912L01015,Financial Services
FLEXITUFF,INE060J01017,Consumer Discretionary
TRITURBINE,INE152M01016,Industrials
INDOTHAI,INE337M01013,Financial Services
ESSARSHPNG,INE122M01019,Services
APLAPOLLO,INE702C01027,Industrials
GPTINFRA,INE390G01014,Industrials
FERVENTSYN,INE258M01011,Services
THOMASCOTT,INE480M01011,Consumer Discretionary
TERASOFT,INE482B01010,Information Technology
PMCFIN,INE793G01035,Financial Services
FUTSOL,INE241F01011,Financial Services
AIML,INE123D01024,Industrials
RHIM,INE743M01012,Industrials
MCX,INE745G01035,Financial Services
PYXISFIN,INE883L01018,Financial Services
SCHNEIDER,INE839M01018,Industrials
OLPCL,INE550L01013,Consumer Discretionary
NBCC,INE095N01031,Industrials
MTEDUCARE,INE472M01018,Consumer Discretionary
HEXATRADEX,INE750M01017,Financial Services
MAXHEIGHTS,INE393F01010,Consumer Discretionary
TBZ,INE760L01018,Consumer Discretionary
VSSL,INE050M01012,Industrials
LOOKS,INE204N01013,Healthcare
SPECIALITY,INE247M01014,Consumer Discretionary
LYPSAGEMS,INE142K01011,Consumer Discretionary
RTNINDIA,INE834M01019,Consumer Discretionary
SAMPANN,INE735M01018,Industrials
JTLIND,INE391J01024,Industrials
AMTL,INE436N01029,Utilities
NECCLTD,INE553C01016,Services
WAAREERTL,INE299N01021,Utilities
JUPITERIN,INE524N01014,Consumer Discretionary
VINAYAKPOL,INE581M01016,Industrials
JOINTECAED,INE131N01018,Information Technology
DUCON,INE741L01018,Industrials
PROZONER,INE195N01013,Consumer Discretionary
SRGHFL,INE559N01010,Financial Services
COMCL,INE456N01019,Financial Services
SHANTIGURU,INE892L01019,Consumer Discretionary
CASPIAN,INE176N01021,Financial Services
AERPACE,INE175N01023,Industrials
VIRTUALG,INE247C01023,Consumer Discretionary
ZUARI,INE840M01016,Commodities
STEELXIND,INE503B01021,Industrials
TRIOMERC,INE234G01022,Financial Services
CIGNITITEC,INE675C01017,Information Technology
CDG,INE198N01017,Industrials
CARERATING,INE752H01013,Financial Services
PCJEWELLER,INE785M01013,Consumer Discretionary
INDUSTOWER,INE121J01017,Telecommunication
VMART,INE665J01013,Consumer Discretionary
NIBE,INE149O01018,Industrials
MUKTA,INE160O01031,Services
MYSTICELE,INE159O01033,Services
COMFINCAP,INE274M01026,Financial Services
SBISENSEX,INF200K01VT2,-
BMAL,INE583M01012,Commodities
REPCOHOME,INE612J01015,Financial Services
LAKHOTIA,INE191O01010,Consumer Discretionary
GCMSECU,INE168O01026,Financial Services
NIBL,INE047O01014,Industrials
PRIMECAPM,INE748D01010,Financial Services
KIFS,INE902D01013,Financial Services
SREEL,INE099F01013,Consumer Discretionary
SHARDAMOTR,INE597I01028,Consumer Discretionary
SVGLOBAL,INE159L01013,Consumer Discretionary
SDC,INE807O01011,Consumer Discretionary
JUSTDIAL,INE599M01018,Consumer Discretionary
OONE,INE860E01011,Information Technology
IFINSEC,INE474O01010,Financial Services
BRAHMINFRA,INE320I01017,Industrials
QUEST,INE989J01017,Information Technology
KHOOBSURAT,INE731G01027,Consumer Discretionary
ORIENTCEM,INE876N01018,Commodities
ABFRL,INE647O01011,Consumer Discretionary
IBULHSGFIN,INE148I01020,Financial Services
MMLF,INE340O01013,Financial Services
ALSL,INE030P01017,Financial Services
GCMCOMM,INE200P01016,Financial Services
ESSENTIA,INE418N01035,Fast Moving Consumer Goods
JULIEN,INE890N01019,Industrials
TIGERLOGS,INE906O01029,Services
JK AGRI,INE690O01011,Fast Moving Consumer Goods
FLFL,INE452O01016,Consumer Discretionary
PVVINFRA,INE428B01013,Industrials
VCU,INE962O01014,Information Technology
INDRENEW,INE138O01029,Utilities
SRGSFL,INE326P01019,Financial Services
ACFSL,INE218P01018,Financial Services
STELLAR,INE325P01011,Financial Services
JPOLYINVST,INE147P01019,Financial Services
YURANUS,INE156M01017,Industrials
MOM100,INF247L01023,-
CPL,INE536P01021,Industrials
NIFTYIETF,INF109K012R6,-
NIF100IETF,INF109KC16V9,-
ARNOLD,INE185K01036,Financial Services
SUNLOC,INE671C01016,Healthcare
RCIIND,INE140B01014,Industrials
SUYOG,INE442P01014,Telecommunication
NATHBIOGEN,INE448G01010,Fast Moving Consumer Goods
AGRITECH,INE449G01018,Fast Moving Consumer Goods
CHEMTECH,INE212P01011,Industrials
NIF100BEES,INF204K014N5,-
DENISCHEM,INE051G01012,Healthcare
POLYMAC,INE826P01018,Industrials
UNISHIRE,INE210P01015,Consumer Discretionary
LAXMIPATI,INE920P01019,Industrials
ETT,INE546I01017,Consumer Discretionary
NIFTY1,INF174K014P6,-
HANSUGAR,INE101H01013,Fast Moving Consumer Goods
KIRANVYPAR,INE555P01013,Financial Services
BCP,INE905P01028,Industrials
KCSL,INE576P01019,Services
RACE,INE084Q01012,Utilities
MANGIND,INE717C01025,Financial Services
VIJIFIN,INE159N01027,Financial Services
PHOENIXTN,INE977M01024,Consumer Discretionary
INFRONICS,INE463B01036,Information Technology
CPSEETF,INF457M01133,-
HARIAAPL,INE493N01012,Consumer Discretionary
VASUPRADA,INE574G01013,Fast Moving Consumer Goods
RNBDENIMS,INE012Q01021,Consumer Discretionary
SHARPINV,INE909D01026,Financial Services
WONDERLA,INE066O01014,Consumer Discretionary
RESPONSINF,INE401B01010,Information Technology
GCMCAPI,INE191P01017,Financial Services
AFEL,INE663P01015,Services
INCREDIBLE,INE452L01012,Industrials
WESTLEIRES,INE266P01017,Financial Services
NAM,INE792G01011,Financial Services
METSL,INE318N01011,Industrials
SPS,INE502O01018,Financial Services
JACKSON,INE508N01025,Financial Services
MONEYBOXX,INE296Q01012,Financial Services
WORTH,INE114O01020,Financial Services
QUASAR,INE855P01033,Services
TPROJECT,INE901C01017,Financial Services
AMARSEC,INE745P01010,Financial Services
CTL,INE172D01021,Financial Services
TARINI,INE849M01017,Services
YAANENT,INE969E01010,Consumer Discretionary
JTAPARIA,INE075K01013,Financial Services
RLFL,INE516P01015,Financial Services
GOLDCOINHF,INE634J01019,Fast Moving Consumer Goods
BRPL,INE319Q01012,Industrials
ARMAN,INE510P01018,Financial Services
SKIPPER,INE439E01022,Industrials
ADARSH,INE673E01018,Services
JAMESWARREN,INE718P01017,Fast Moving Consumer Goods
VISTARAMAR,INE878P01019,Fast Moving Consumer Goods
GULFOILLUB,INE635Q01029,Energy
FRUTION,INE836C01015,Services
TRIVENIENT,INE916P01025,Services
BHANDERI,INE336Q01016,Consumer Discretionary
ZINEMA,INE641Q01019,Services
QUANTBUILD,INE222B01028,Consumer Discretionary
TTIENT,INE404F01031,Financial Services
VISHAL,INE755Q01025,Consumer Discretionary
TOYAMSL,INE457P01020,Financial Services
GAJANANSEC,INE868G01019,Financial Services
UNISON,INE099D01018,Industrials
RTFL,INE840I01014,Financial Services
VRL,INE406F01010,Healthcare
SNOWMAN,INE734N01019,Services
QGO,INE837C01013,Financial Services
PURSHOTTAM,INE729C01020,Financial Services
HCLTD,INE691J01019,Services
SHARDACROP,INE221J01015,Commodities
SIROHIA,INE785O01019,Services
MIIL,INE898Q01015,Financial Services
SENSEXBEES,INF204KA1UN7,-
SHEMAROO,INE363M01019,Consumer Discretionary
ULTRACAB,INE010R01023,Industrials
RCCL,INE929D01016,Industrials
ETIL,INE937K01014,Financial Services
ATISHAY,INE011R01013,Information Technology
SANGAMFIN,INE475D01010,Financial Services
DHABRIYA,INE260R01016,Industrials
ARYACAPM,INE229R01011,Financial Services
PDSL,INE111Q01021,Consumer Discretionary
HANMAN,INE982Q01017,Consumer Discretionary
VGCL,INE761Q01015,Financial Services
STARLIT,INE909P01012,Consumer Discretionary
CEINSYSTECH,INE016Q01014,Information Technology
PANABYTE,INE516E01019,Information Technology
MUDUNURU,INE491C01027,Information Technology
JSHL,INE401Q01018,Consumer Discretionary
CRANEINFRA,INE176L01017,Consumer Discretionary
NIYOGIN,INE480D01010,Financial Services
ASIACAP,INE131Q01011,Financial Services
KALYANCAP,INE149Q01021,Financial Services
GBFL,INE997C01015,Financial Services
GILADAFINS,INE918C01029,Financial Services
JETINFRA,INE155R01018,Consumer Discretionary
SAPPL,INE185C01017,Commodities
CAPPIPES,INE513R01026,Industrials
KAIZENAGRO,INE891N01017,Industrials
JMJFIN,INE242Q01016,Financial Services
INTELLECT,INE306R01017,Information Technology
MONTECARLO,INE950M01013,Consumer Discretionary
JSTL,INE237B01018,Healthcare
ICL,INE407P01017,Consumer Discretionary
SCC,INE892C01018,Financial Services
PANAFIC,INE655P01029,Financial Services
MYMONEY,INE232L01018,Financial Services
AMARNATH,INE985Q01010,Financial Services
CSL,INE183Q01020,Financial Services
NEXUSSURGL,INE370Q01015,Financial Services
SELLWIN,INE195F01019,Services
GALADAFIN,INE243E01010,Financial Services
EMERALD,INE030Q01015,Financial Services
MKEXIM,INE227F01010,Consumer Discretionary
MCLOUD,INE613C01018,Information Technology
OCTAL,INE513C01010,Financial Services
MIHIKA,INE779Q01017,Services
KANCHI,INE081G01019,Commodities
DTIL,INE341R01014,Fast Moving Consumer Goods
VANICOM,INE661Q01017,Financial Services
SKILVEN,INE055Q01012,Consumer Discretionary
VINCOFE,INE498Q01014,Services
RAFL,INE865P01016,Fast Moving Consumer Goods
COSYN,INE029B01019,Information Technology
SOFCOM,INE499Q01012,Information Technology
NAPL,INE223R01014,Fast Moving Consumer Goods
KARNAVATI,INE554R01020,Financial Services
ABHIFIN,INE723C01015,Services
MERCANTILE,INE689O01013,Services
SONAL,INE321M01017,Financial Services
ALFL,INE211D01027,Financial Services
GENUSPAPER,INE949P01018,Commodities
MINDACORP,INE842C01021,Consumer Discretionary
MERCURYLAB,INE947G01011,Healthcare
CONCORD,INE858L01010,Healthcare
WARDINMOBI,INE945P01024,Consumer Discretionary
SHREESEC,INE397C01026,Financial Services
GREENLAM,INE544R01021,Consumer Discretionary
TALBROSENG,INE717E01013,Consumer Discretionary
SAPL,INE002E01010,Consumer Discretionary
JAYATMA,INE246D01015,Services
PTCIL,INE596F01018,Industrials
CHENFERRO,INE777O01016,Commodities
MEGRISOFT,INE756R01013,Services
GITARENEW,INE776O01018,Utilities
NEIL,INE396C01010,Financial Services
STARHFL,INE526R01028,Financial Services
BEEKAY,INE213D01015,Industrials
SSPNFIN,INE820R01017,Financial Services
SETFBSE100,INF200KA1572,-
FRASER,INE184Q01010,Services
TTIL,INE812Q01016,Consumer Discretionary
GANVERSE,INE369Q01017,Services
AGIIL,INE976R01017,Consumer Discretionary
MANAKSTEEL,INE824Q01011,Commodities
MANAKALUCO,INE859Q01017,Commodities
MANAKCOAT,INE830Q01018,Industrials
IMAGICAA,INE172N01012,Consumer Discretionary
INOXWIND,INE066P01011,Industrials
RAJPUTANA,INE751R01014,Financial Services
CITL,INE187R01011,Financial Services
AANANDALAK,INE197R01010,Consumer Discretionary
URSUGAR,INE904R01027,Services
FILTRA,INE541R01019,Utilities
ATHCON,INE291R01011,Consumer Discretionary
NORTHLINK,INE736P01019,Financial Services
SHESHAINDS,INE193R01019,Consumer Discretionary
SAB,INE137M01017,Industrials
PML,INE291E01019,Financial Services
ALAN SCOTT,INE273F01022,Consumer Discretionary
OPCHAINS,INE118Q01018,Services
SUJALA,INE029H01016,Financial Services
VRLLOG,INE366I01010,Services
JAINMARMO,INE780Q01015,Commodities
BFFL,INE578R01011,Commodities
PALCO,INE239L01013,Commodities
VBIND,INE334E01017,Financial Services
SARVOTTAM,INE822Q01015,Financial Services
MEP,INE776I01010,Services
WARDWIZFBL,INE761D01021,Fast Moving Consumer Goods
UFO,INE527H01019,Consumer Discretionary
PANTH,INE945O01019,Diversified
SHIVALIK,INE788J01021,Commodities
ICSL,INE682B01023,Services
PNCINFRA,INE195J01029,Industrials
ARFIN,INE784R01023,Commodities
VLL,INE347L01014,Financial Services
HELPAGE,INE738P01015,Financial Services
INDRAIND,INE924N01016,Commodities
HAWAENG,INE230I01018,Industrials
AIIL,INE206F01022,Financial Services
ADHBHUTIN,INE578L01014,Consumer Discretionary
DFL,INE848N01017,Financial Services
POEL,INE035S01010,Commodities
AEL,INE829P01020,Industrials
CAPFIN,INE960C01013,Financial Services
SGFIN,INE618R01015,Financial Services
SATIA,INE170E01023,Commodities
GVBL,INE574D01010,Healthcare
GARMNTMNTR,INE653S01028,Consumer Discretionary
SRESTHA,INE606K01023,Financial Services
SAUMYA,INE563C01015,Financial Services
MUL,INE150D01027,Industrials
MISHKA,INE540S01019,Consumer Discretionary
SPORTKING,INE885H01011,Consumer Discretionary
GROWINGTON,INE451S01027,Services
RUDRA,INE027T01023,Industrials
LOYAL,INE876S01017,Industrials
GGPL,INE480S01026,Fast Moving Consumer Goods
CHEMIESYNT,INE829R01018,Commodities
JEL,INE805R01018,Services
BALKRISHNA,INE875R01011,Commodities
SHYAMCENT,INE979R01011,Commodities
SURYAINDIA,INE446E01019,Financial Services
ADANIENSOL,INE931S01010,Utilities
STARDELTA,INE541K01014,Industrials
AMRAFIN,INE990S01016,Financial Services
SAMSRITA,INE579N01018,Healthcare
SYNGENE,INE398R01022,Healthcare
PECOS,INE484S01010,Consumer Discretionary
MSL,INE829S01016,Fast Moving Consumer Goods
KAYA,INE587G01015,Consumer Discretionary
ALSTONE,INE184S01024,Consumer Discretionary
SYMBIOX,INE653R01012,Financial Services
ORTINLAB,INE749B01020,Healthcare
AVI,INE897N01014,Commodities
AURUM,INE898S01029,Information Technology
OSWALGREEN,INE143A01010,Financial Services
VASUDHAGAM,INE583K01016,Fast Moving Consumer Goods
AKSPINTEX,INE671K01019,Consumer Discretionary
ARVSMART,INE034S01021,Consumer Discretionary
POWERMECH,INE211R01019,Industrials
RAMASTEEL,INE230R01035,Industrials
THINKINK,INE365S01037,Consumer Discretionary
UTISENSETF,INF789FB1X58,-
UTINIFTETF,INF789F1AZC0,-
UNIAUTO,INE203T01012,Consumer Discretionary
VETO,INE918N01018,Consumer Discretionary
NAVKARCORP,INE278M01019,Services
SHREEPUSHK,INE712K01011,Commodities
GUJGASLTD,INE844O01030,Energy
WAAREE,INE725P01012,Utilities
SADBHIN,INE764L01010,Industrials
SALAUTO,INE724G01014,Consumer Discretionary
POLYSPIN,INE914G01029,Industrials
PRITIKAUTO,INE583R01029,Consumer Discretionary
SML,INE848R01018,Healthcare
MINFY,INE019D01016,Information Technology
KRISHNACAP,INE897B01019,Financial Services
ACME,INE636B01011,Financial Services
KCL,INE926E01010,Energy
VISHALBL,INE060T01024,Consumer Discretionary
BELLACASA,INE344T01014,Consumer Discretionary
MALLCOM,INE389C01015,Industrials
PJL,INE473T01011,Consumer Discretionary
NAKSH,INE256S01012,Consumer Discretionary
SATIN,INE836B01017,Financial Services
DITCO,INE183R01010,Consumer Discretionary
SWAGTAM,INE150R01019,Services
GENCON,INE854S01022,Consumer Discretionary
KUBERJI,INE594R01018,Financial Services
NEERAJ,INE894J01019,Services
TEJNAKSH,INE030T01027,Healthcare
BRIPORT,INE661F01010,Financial Services
RFSL,INE201C01012,Financial Services
COFFEEDAY,INE335K01011,Consumer Discretionary
IDFCFIRSTB,INE092T01019,Financial Services
BEARDSELL,INE520H01022,Industrials
INDIGO,INE646L01027,Services
IGCIL,INE099S01016,Services
SHK,INE500L01026,Commodities
TFSL,INE761R01013,Financial Services
PANORAMA,INE258R01010,Consumer Discretionary
SHREEGANES,INE051N01026,Healthcare
GTV,INE910R01016,Industrials
LICNETFN50,INF767K01OS7,-
LICNETFSEN,INF767K01OT5,-
TFLL,INE027S01017,Financial Services
GARBIFIN,INE721C01019,Financial Services
SMARTFIN,INE766D01020,Financial Services
RAJKOTINV,INE176R01014,Financial Services
ADCON,INE805Q01028,Financial Services
QUINT,INE641R01017,Consumer Discretionary
HDFCNIFTY,INF179KC1965,-
HDFCSENSEX,INF179KC1HX2,-
UDAYJEW,INE551B01012,Consumer Discretionary
NAVIGANT,INE364T01012,Financial Services
GROVY,INE343C01012,Consumer Discretionary
ALKEM,INE540L01014,Healthcare
LALPATHLAB,INE600L01024,Healthcare
SCTL,INE452S01025,Services
CREATIVE,INE146E01015,Industrials
AAYUSH,INE430R01015,Fast Moving Consumer Goods
ELITECON,INE669R01018,Services
LUXIND,INE150G01020,Consumer Discretionary
VALLEY,INE834E01016,Financial Services
ABHIINFRA,INE281P01016,Consumer Discretionary
APOORVA,INE217S01014,Financial Services
BNL,INE679E01015,Services
NH,INE410P01011,Healthcare
FMEC,INE108T01013,Financial Services
DDIL,INE005G01026,Consumer Discretionary
ABHIJIT,INE994N01019,Fast Moving Consumer Goods
REMLIFE,INE549S01036,Services
AARNAV,INE750R01016,Consumer Discretionary
SCL,INE974F01025,Financial Services
SIPTL,INE104S01022,Services
SHIVA,INE728Q01014,Financial Services
MISHTANN,INE094S01041,Fast Moving Consumer Goods
DELTA,INE681Q01015,Financial Services
CGFL,INE727C01016,Financial Services
KEL,INE079C01012,Consumer Discretionary
BLUECLOUDS,INE373T01039,Information Technology
KEIL,INE534E01020,Commodities
BCLENTERPR,INE368E01023,Financial Services
PRECAM,INE484I01029,Consumer Discretionary
TEAMLEASE,INE985S01024,Services
VIDLI,INE564S01019,Consumer Discretionary
BESTAGRO,INE052T01013,Commodities
ACEMEN,INE023R01018,Consumer Discretionary
BFLAFL,INE948Q01018,Financial Services
RGF,INE684D01025,Financial Services
RCL,INE792P01020,Consumer Discretionary
QUICKHEAL,INE306L01010,Information Technology
KAPILRAJ,INE332Q01015,Financial Services
GANGAPHARM,INE615T01017,Healthcare
DAL,INE874E01012,Financial Services
LUCENT,INE622Q01019,Consumer Discretionary
SHIVKAMAL,INE429R01017,Financial Services
KPEL,INE127T01021,Utilities
RGCORP,INE836D01013,Services
IFINSER,INE064T01018,Financial Services
HILIKS,INE966Q01010,Financial Services
GOKULAGRO,INE314T01025,Fast Moving Consumer Goods
FREDUN,INE194R01017,Healthcare
SIMBHALS,INE748T01016,Fast Moving Consumer Goods
RELICAB,INE773T01014,Industrials
VKAL,INE427T01017,Consumer Discretionary
MEAPL,INE250S01015,Industrials
MNIL,INE216Q01010,Consumer Discretionary
DARJEELING,INE830S01014,Financial Services
ADVIKCA,INE178T01024,Financial Services
LICNFNHGP,INF767K01PC8,-
PDMJEPAPER,INE865T01018,Commodities
HCG,INE075I01017,Healthcare
KDML,INE030U01025,Consumer Discretionary
UMIYA,INE173U01015,Industrials
BHARATWIRE,INE316L01019,Industrials
CHDCHEM,INE043U01010,Commodities
INFIBEAM,INE483S01020,Financial Services
LELAVOIR,INE204S01012,Services
MUDRA,INE967S01014,Financial Services
BALGOPAL,INE119R01014,Services
SUPERIOR,INE574R01028,Financial Services
RPEL,INE912T01018,Industrials
FRANKLIN,INE399S01010,Financial Services
LANCER,INE359U01028,Services
NINSYS,INE395U01014,Information Technology
HALDER,INE115S01010,Fast Moving Consumer Goods
THYROCARE,INE594H01019,Healthcare
BAJAJHCARE,INE411U01027,Healthcare
RSDFIN,INE616F01022,Financial Services
CROMPTON,INE299U01018,Consumer Discretionary
PILANIINVS,INE417C01014,Financial Services
DARSHANORNA,INE671T01028,Consumer Discretionary
PARAGMILK,INE883N01014,Fast Moving Consumer Goods
MADHAVIPL,INE631R01026,Industrials
NAGAFERT,INE454M01024,Commodities
SEIL,INE440T01028,Consumer Discretionary
LIKHAMI,INE920T01011,Services
MIL,INE858Q01019,Services
YASHCHEM,INE571U01010,Commodities
NV20IETF,INF109KC11V0,-
BAZELINTER,INE217E01014,Financial Services
JLL,INE919T01013,Financial Services
TAALENT,INE524T01011,Services
MGL,INE002S01010,Energy
ZEAL,INE819S01025,Fast Moving Consumer Goods
QUESS,INE615P01015,Services
DIGJAMLMTD,INE731U01028,Consumer Discretionary
MIDSELIETF,INF109KC10W0,-
HUIL,INE799B01017,Industrials
TITAANIUM,INE120V01014,Consumer Discretionary
COMSYN,INE073V01015,Industrials
CFEL,INE700F01024,Services
LLOYDSENGG,INE093R01011,Industrials
KPL,INE552U01010,Healthcare
LTIM,INE214T01019,Information Technology
EASTWEST,INE595R01023,Services
BSLSENETFG,INF209KB10E8,-
ADVENZYMES,INE837H01020,Healthcare
LAHL,INE213U01019,Consumer Discretionary
DBL,INE917M01012,Industrials
SPAL,INE212I01016,Consumer Discretionary
BIGBLOC,INE412U01025,Commodities
GOLDENCREST,INE222U01010,Consumer Discretionary
ECS,INE925Q01024,Information Technology
RBLBANK,INE976G01028,Financial Services
AMS,INE345U01019,Commodities
SHIVAEXPO,INE191V01015,Commodities
BLS,INE153T01027,Consumer Discretionary
MITSU,INE317V01016,Industrials
SPRAYKING,INE537U01029,Industrials
DHATRE,INE715T01031,Industrials
SABEVENTS,INE860T01019,Consumer Discretionary
RSTL,INE367U01013,Industrials
TVVISION,INE871L01013,Consumer Discretionary
VISCO,INE890S01026,Financial Services
TIAANC,INE864T01011,Fast Moving Consumer Goods
LTTS,INE010V01017,Information Technology
GNA,INE934S01014,Consumer Discretionary
RADHIKAJWE,INE583V01021,Consumer Discretionary
SIIL,INE400R01018,Services
ICICIPRULI,INE726G01019,Financial Services
IISL,INE818R01011,Industrials
ARCFIN,INE202R01026,Financial Services
HPL,INE495S01016,Consumer Discretionary
SAGARSOFT,INE184B01012,Information Technology
DRA,INE746V01016,Services
VALIANTORG,INE565V01010,Commodities
ACML,INE427V01013,Consumer Discretionary
SHASHIJIT,INE700V01021,Industrials
BINDALEXPO,INE564V01013,Consumer Discretionary
DIKSAT,INE942P01013,Consumer Discretionary
ENDURANCE,INE913H01037,Consumer Discretionary
IDFSENSEXE,INF194KA1T91,-
PURPLE,INE905R01016,Consumer Discretionary
SUPRAPFSL,INE268T01015,Financial Services
PNBHOUSING,INE572E01012,Financial Services
SOUTHERNIN,INE298B01010,Information Technology
